;date;year;mounth;day;weekday;temp;pres;prec;wind;absenteeism;0;1;2;3;4;5;6;7;8;9;10
719;20150415;2015;4;15;3;5;747;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
720;20150416;2015;4;16;4;4;750;0;;4;0;0;0;0;1;0;0;0;0;0;0
721;20150417;2015;4;17;5;5;757;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
722;20150418;2015;4;18;6;10;750;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
723;20150420;2015;4;20;1;14;748;0;5.0;2;0;0;1;0;0;0;0;0;0;0;0
724;20150421;2015;4;21;2;15;750;0;;3;0;0;0;1;0;0;0;0;0;0;0
725;20150422;2015;4;22;3;19;747;0;4.0;2;0;0;1;0;0;0;0;0;0;0;0
726;20150423;2015;4;23;4;11;743;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
727;20150424;2015;4;24;5;12;744;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
728;20150425;2015;4;25;6;11;749;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
729;20150427;2015;4;27;1;8;742;0;9.0;3;0;0;0;1;0;0;0;0;0;0;0
730;20150428;2015;4;28;2;6;752;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
731;20150429;2015;4;29;3;7;758;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
732;20150430;2015;4;30;4;11;750;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
733;20150502;2015;5;2;6;10;756;1;1.0;2;0;0;1;0;0;0;0;0;0;0;0
734;20150504;2015;5;4;1;19;758;0;2.0;6;0;0;0;0;0;0;1;0;0;0;0
735;20150505;2015;5;5;2;18;752;0;3.0;5;0;0;0;0;0;1;0;0;0;0;0
736;20150506;2015;5;6;3;18;747;0;;3;0;0;0;1;0;0;0;0;0;0;0
737;20150507;2015;5;7;4;15;749;0;1.0;4;0;0;0;0;1;0;0;0;0;0;0
738;20150508;2015;5;8;5;16;750;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
739;20150511;2015;5;11;1;14;747;0;2.0;6;0;0;0;0;0;0;1;0;0;0;0
740;20150512;2015;5;12;2;12;752;0;;3;0;0;0;1;0;0;0;0;0;0;0
741;20150513;2015;5;13;3;17;755;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
742;20150514;2015;5;14;4;18;753;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
743;20150515;2015;5;15;5;23;752;0;1.0;2;0;0;1;0;0;0;0;0;0;0;0
744;20150516;2015;5;16;6;24;749;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
745;20150518;2015;5;18;1;22;746;0;8.0;3;0;0;0;1;0;0;0;0;0;0;0
746;20150519;2015;5;19;2;23;747;0;;2;0;0;1;0;0;0;0;0;0;0;0
747;20150520;2015;5;20;3;19;749;0;1.0;2;0;0;1;0;0;0;0;0;0;0;0
748;20150521;2015;5;21;4;16;743;0;5.0;2;0;0;1;0;0;0;0;0;0;0;0
749;20150522;2015;5;22;5;13;742;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
750;20150523;2015;5;23;6;15;743;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
751;20150525;2015;5;25;1;16;746;0;4.0;1;0;1;0;0;0;0;0;0;0;0;0
752;20150526;2015;5;26;2;16;747;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
753;20150527;2015;5;27;3;19;750;0;1.0;1;0;1;0;0;0;0;0;0;0;0;0
754;20150528;2015;5;28;4;18;745;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
755;20150529;2015;5;29;5;9;743;0;4.0;1;0;1;0;0;0;0;0;0;0;0;0
756;20150530;2015;5;30;6;13;748;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
757;20150601;2015;6;1;1;19;754;0;3.0;0;1;0;0;0;0;0;0;0;0;0;0
758;20150602;2015;6;2;2;16;752;0;3.0;0;1;0;0;0;0;0;0;0;0;0;0
759;20150603;2015;6;3;3;23;749;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
760;20150604;2015;6;4;4;21;752;0;2.0;0;1;0;0;0;0;0;0;0;0;0;0
761;20150605;2015;6;5;5;23;750;0;2.0;0;1;0;0;0;0;0;0;0;0;0;0
762;20150606;2015;6;6;6;26;747;0;;0;1;0;0;0;0;0;0;0;0;0;0
763;20140901;2014;9;1;1;20;744;0;6.0;1;0;1;0;0;0;0;0;0;0;0;0
764;20140902;2014;9;2;2;10;752;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
765;20140903;2014;9;3;3;17;753;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
766;20140904;2014;9;4;4;14;752;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
767;20140905;2014;9;5;5;14;753;0;;2;0;0;1;0;0;0;0;0;0;0;0
768;20140906;2014;9;6;6;15;748;0;4.0;1;0;1;0;0;0;0;0;0;0;0;0
769;20140908;2014;9;8;1;17;743;0;4.0;2;0;0;1;0;0;0;0;0;0;0;0
770;20140909;2014;9;9;2;14;744;0;4.0;2;0;0;1;0;0;0;0;0;0;0;0
771;20140910;2014;9;10;3;10;749;1;;2;0;0;1;0;0;0;0;0;0;0;0
772;20140911;2014;9;11;4;8;753;1;2.0;3;0;0;0;1;0;0;0;0;0;0;0
773;20140912;2014;9;12;5;7;754;1;10.0;3;0;0;0;1;0;0;0;0;0;0;0
774;20140913;2014;9;13;6;12;753;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
775;20140915;2014;9;15;1;8;750;0;;4;0;0;0;0;1;0;0;0;0;0;0
776;20140916;2014;9;16;2;11;750;0;;3;0;0;0;1;0;0;0;0;0;0;0
777;20140917;2014;9;17;3;17;747;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
778;20140918;2014;9;18;4;18;736;1;10.0;5;0;0;0;0;0;1;0;0;0;0;0
779;20140919;2014;9;19;5;7;745;0;10.0;6;0;0;0;0;0;0;1;0;0;0;0
780;20140920;2014;9;20;6;4;753;2;2.0;6;0;0;0;0;0;0;1;0;0;0;0
781;20140922;2014;9;22;1;11;757;0;6.0;5;0;0;0;0;0;1;0;0;0;0;0
782;20140923;2014;9;23;2;13;756;1;2.0;4;0;0;0;0;1;0;0;0;0;0;0
783;20140924;2014;9;24;3;12;754;0;;4;0;0;0;0;1;0;0;0;0;0;0
784;20140925;2014;9;25;4;14;751;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
785;20140926;2014;9;26;5;8;757;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
786;20140927;2014;9;27;6;9;758;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
787;20140929;2014;9;29;1;9;748;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
788;20140930;2014;9;30;2;11;751;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
789;20141001;2014;10;1;3;9;747;1;4.0;2;0;0;1;0;0;0;0;0;0;0;0
790;20141002;2014;10;2;4;13;757;0;;3;0;0;0;1;0;0;0;0;0;0;0
791;20141003;2014;10;3;5;13;753;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
792;20141004;2014;10;4;6;9;748;0;6.0;1;0;1;0;0;0;0;0;0;0;0;0
793;20141006;2014;10;6;1;4;749;0;4.0;2;0;0;1;0;0;0;0;0;0;0;0
794;20141007;2014;10;7;2;6;747;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
795;20141008;2014;10;8;3;1;743;2;;2;0;0;1;0;0;0;0;0;0;0;0
796;20141009;2014;10;9;4;0;759;1;2.0;3;0;0;0;1;0;0;0;0;0;0;0
797;20141010;2014;10;10;5;1;764;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
798;20141011;2014;10;11;6;7;751;1;12.0;3;0;0;0;1;0;0;0;0;0;0;0
799;20141013;2014;10;13;1;1;754;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
800;20141014;2014;10;14;2;3;748;1;2.0;2;0;0;1;0;0;0;0;0;0;0;0
801;20141015;2014;10;15;3;4;747;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
802;20141016;2014;10;16;4;2;749;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
803;20141017;2014;10;17;5;-2;752;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
804;20141018;2014;10;18;6;-3;759;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
805;20141020;2014;10;20;1;6;741;1;4.0;3;0;0;0;1;0;0;0;0;0;0;0
806;20141021;2014;10;21;2;0;748;2;6.0;3;0;0;0;1;0;0;0;0;0;0;0
807;20141022;2014;10;22;3;1;754;2;4.0;3;0;0;0;1;0;0;0;0;0;0;0
808;20141023;2014;10;23;4;5;748;0;;2;0;0;1;0;0;0;0;0;0;0;0
809;20141024;2014;10;24;5;5;747;0;;2;0;0;1;0;0;0;0;0;0;0;0
810;20141025;2014;10;25;6;1;745;0;6.0;3;0;0;0;1;0;0;0;0;0;0;0
811;20141027;2014;10;27;1;-8;756;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
812;20141028;2014;10;28;2;-6;763;2;12.0;3;0;0;0;1;0;0;0;0;0;0;0
813;20141029;2014;10;29;3;-4;752;2;16.0;2;0;0;1;0;0;0;0;0;0;0;0
814;20141030;2014;10;30;4;0;752;2;4.0;2;0;0;1;0;0;0;0;0;0;0;0
815;20141031;2014;10;31;5;1;756;1;4.0;2;0;0;1;0;0;0;0;0;0;0;0
816;20141101;2014;11;1;6;2;755;0;6.0;1;0;1;0;0;0;0;0;0;0;0;0
817;20141110;2014;11;10;1;-8;773;0;;3;0;0;0;1;0;0;0;0;0;0;0
818;20141111;2014;11;11;2;-8;769;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
819;20141112;2014;11;12;3;-6;763;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
820;20141113;2014;11;13;4;-3;757;0;8.0;4;0;0;0;0;1;0;0;0;0;0;0
821;20141114;2014;11;14;5;0;755;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
822;20141115;2014;11;15;6;-5;754;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
823;20141117;2014;11;17;1;-9;759;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
824;20141118;2014;11;18;2;-13;747;0;;4;0;0;0;0;1;0;0;0;0;0;0
825;20141119;2014;11;19;3;-10;752;2;6.0;3;0;0;0;1;0;0;0;0;0;0;0
826;20141120;2014;11;20;4;-6;751;2;8.0;3;0;0;0;1;0;0;0;0;0;0;0
827;20141121;2014;11;21;5;-8;746;2;6.0;4;0;0;0;0;1;0;0;0;0;0;0
828;20141122;2014;11;22;6;-10;754;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
829;20141124;2014;11;24;1;-25;752;0;4.0;4;0;0;0;0;1;0;0;0;0;0;0
830;20141125;2014;11;25;2;-21;753;2;10.0;4;0;0;0;0;1;0;0;0;0;0;0
831;20141126;2014;11;26;3;-10;746;2;6.0;2;0;0;1;0;0;0;0;0;0;0;0
832;20141127;2014;11;27;4;-9;742;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
833;20141128;2014;11;28;5;-28;763;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
834;20141129;2014;11;29;6;-27;772;0;6.0;6;0;0;0;0;0;0;1;0;0;0;0
835;20141201;2014;12;1;1;-16;760;2;6.0;2;0;0;1;0;0;0;0;0;0;0;0
836;20141202;2014;12;2;2;-12;761;0;5.0;3;0;0;0;1;0;0;0;0;0;0;0
837;20141203;2014;12;3;3;-9;752;0;1.0;4;0;0;0;0;1;0;0;0;0;0;0
838;20141204;2014;12;4;4;-12;752;2;8.0;3;0;0;0;1;0;0;0;0;0;0;0
839;20141205;2014;12;5;5;-16;763;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
840;20141206;2014;12;6;6;-7;753;2;6.0;4;0;0;0;0;1;0;0;0;0;0;0
841;20141208;2014;12;8;1;-19;764;2;8.0;5;0;0;0;0;0;1;0;0;0;0;0
842;20141209;2014;12;9;2;-8;765;2;4.0;4;0;0;0;0;1;0;0;0;0;0;0
843;20141210;2014;12;10;3;-12;768;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
844;20141211;2014;12;11;4;-10;761;0;8.0;4;0;0;0;0;1;0;0;0;0;0;0
845;20141212;2014;12;12;5;-9;756;2;1.0;4;0;0;0;0;1;0;0;0;0;0;0
846;20141213;2014;12;13;6;-20;771;0;;5;0;0;0;0;0;1;0;0;0;0;0
847;20141215;2014;12;15;1;-13;769;0;4.0;5;0;0;0;0;0;1;0;0;0;0;0
848;20141216;2014;12;16;2;-10;760;2;6.0;4;0;0;0;0;1;0;0;0;0;0;0
849;20141217;2014;12;17;3;-7;764;2;1.0;4;0;0;0;0;1;0;0;0;0;0;0
850;20141218;2014;12;18;4;-14;766;2;2.0;3;0;0;0;1;0;0;0;0;0;0;0
851;20141219;2014;12;19;5;-12;766;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
852;20141220;2014;12;20;6;-17;762;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
853;20141222;2014;12;22;1;-2;755;2;5.0;3;0;0;0;1;0;0;0;0;0;0;0
854;20141223;2014;12;23;2;-5;758;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
855;20141224;2014;12;24;3;-10;754;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
856;20141225;2014;12;25;4;0;747;0;7.0;1;0;1;0;0;0;0;0;0;0;0;0
857;20141226;2014;12;26;5;0;749;0;3.0;1;0;1;0;0;0;0;0;0;0;0;0
858;20141227;2014;12;27;6;-1;742;0;5.0;0;1;0;0;0;0;0;0;0;0;0;0
859;20160111;2016;1;11;1;-14;763;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
860;20160112;2016;1;12;2;-10;759;0;6.0;2;0;0;1;0;0;0;0;0;0;0;0
861;20160113;2016;1;13;3;-4;757;0;5.0;2;0;0;1;0;0;0;0;0;0;0;0
862;20160114;2016;1;14;4;-13;758;2;2.0;2;0;0;1;0;0;0;0;0;0;0;0
863;20160115;2016;1;15;5;-21;767;0;;4;0;0;0;0;1;0;0;0;0;0;0
864;20160116;2016;1;16;6;-20;765;2;1.0;4;0;0;0;0;1;0;0;0;0;0;0
865;20160118;2016;1;18;1;-22;763;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
866;20160119;2016;1;19;2;-29;772;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
867;20160120;2016;1;20;3;-30;779;0;1.0;7;0;0;0;0;0;0;0;1;0;0;0
868;20160121;2016;1;21;4;-21;779;0;;5;0;0;0;0;0;1;0;0;0;0;0
869;20160122;2016;1;22;5;-12;775;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
870;20160123;2016;1;23;6;-19;774;0;1.0;4;0;0;0;0;1;0;0;0;0;0;0
871;20160125;2016;1;25;1;-7;770;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
872;20160126;2016;1;26;2;-6;762;0;4.0;4;0;0;0;0;1;0;0;0;0;0;0
873;20160127;2016;1;27;3;-14;761;0;4.0;5;0;0;0;0;0;1;0;0;0;0;0
874;20160128;2016;1;28;4;-12;763;0;2.0;5;0;0;0;0;0;1;0;0;0;0;0
875;20160129;2016;1;29;5;-14;763;0;2.0;5;0;0;0;0;0;1;0;0;0;0;0
876;20160130;2016;1;30;6;-14;767;0;1.0;5;0;0;0;0;0;1;0;0;0;0;0
877;20160201;2016;2;1;1;-8;762;0;2.0;5;0;0;0;0;0;1;0;0;0;0;0
878;20160202;2016;2;2;2;-5;764;0;1.0;7;0;0;0;0;0;0;0;1;0;0;0
879;20160203;2016;2;3;3;-6;770;0;1.0;8;0;0;0;0;0;0;0;0;1;0;0
880;20160204;2016;2;4;4;-11;763;0;3.0;7;0;0;0;0;0;0;0;1;0;0;0
881;20160205;2016;2;5;5;-2;751;2;9.0;7;0;0;0;0;0;0;0;1;0;0;0
882;20160206;2016;2;6;6;0;749;2;6.0;6;0;0;0;0;0;0;1;0;0;0;0
883;20160208;2016;2;8;1;-1;740;0;4.0;5;0;0;0;0;0;1;0;0;0;0;0
884;20160209;2016;2;9;2;-12;752;2;;6;0;0;0;0;0;0;1;0;0;0;0
885;20160210;2016;2;10;3;-14;761;2;3.0;6;0;0;0;0;0;0;1;0;0;0;0
886;20160211;2016;2;11;4;-15;766;0;7.0;5;0;0;0;0;0;1;0;0;0;0;0
887;20160212;2016;2;12;5;-10;765;2;2.0;6;0;0;0;0;0;0;1;0;0;0;0
888;20160213;2016;2;13;6;-7;770;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
889;20160215;2016;2;15;1;-18;767;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
890;20160216;2016;2;16;2;-15;762;0;;4;0;0;0;0;1;0;0;0;0;0;0
891;20160217;2016;2;17;3;-14;767;0;1.0;5;0;0;0;0;0;1;0;0;0;0;0
892;20160218;2016;2;18;4;-12;773;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
893;20160219;2016;2;19;5;-9;767;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
894;20160220;2016;2;20;6;-5;761;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
895;20160222;2016;2;22;1;-9;770;0;;6;0;0;0;0;0;0;1;0;0;0;0
896;20160224;2016;2;24;3;-2;760;0;5.0;3;0;0;0;1;0;0;0;0;0;0;0
897;20160225;2016;2;25;4;0;761;0;1.0;2;0;0;1;0;0;0;0;0;0;0;0
898;20160226;2016;2;26;5;2;758;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
899;20160227;2016;2;27;6;2;755;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
900;20160229;2016;2;29;1;-1;758;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
901;20160301;2016;3;1;2;-2;749;2;;3;0;0;0;1;0;0;0;0;0;0;0
902;20160302;2016;3;2;3;-3;746;2;2.0;3;0;0;0;1;0;0;0;0;0;0;0
903;20160303;2016;3;3;4;-5;764;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
904;20160304;2016;3;4;5;-7;763;2;1.0;4;0;0;0;0;1;0;0;0;0;0;0
905;20160305;2016;3;5;6;-6;764;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
906;20160307;2016;3;7;1;-7;775;0;3.0;1;0;1;0;0;0;0;0;0;0;0;0
907;20160309;2016;3;9;3;-5;766;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
908;20160310;2016;3;10;4;-6;761;0;;3;0;0;0;1;0;0;0;0;0;0;0
909;20160311;2016;3;11;5;-4;761;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
910;20160312;2016;3;12;6;0;757;0;1.0;4;0;0;0;0;1;0;0;0;0;0;0
911;20160314;2016;3;14;1;0;743;0;5.0;3;0;0;0;1;0;0;0;0;0;0;0
912;20160315;2016;3;15;2;-5;751;2;3.0;2;0;0;1;0;0;0;0;0;0;0;0
913;20160316;2016;3;16;3;-7;746;0;;3;0;0;0;1;0;0;0;0;0;0;0
914;20160317;2016;3;17;4;0;738;0;9.0;3;0;0;0;1;0;0;0;0;0;0;0
915;20160318;2016;3;18;5;0;745;0;10.0;3;0;0;0;1;0;0;0;0;0;0;0
916;20160319;2016;3;19;6;0;753;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
917;20160330;2016;3;30;3;5;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
918;20160331;2016;3;31;4;3;758;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
919;20160401;2016;4;1;5;8;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
920;20160402;2016;4;2;6;5;751;0;3.0;4;0;0;0;0;1;0;0;0;0;0;0
921;20160404;2016;4;4;1;3;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
922;20160405;2016;4;5;2;6;757;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
923;20160406;2016;4;6;3;10;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
924;20160407;2016;4;7;4;7;748;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
925;20160408;2016;4;8;5;5;749;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
926;20160409;2016;4;9;6;5;749;0;5.0;5;0;0;0;0;0;1;0;0;0;0;0
927;20160411;2016;4;11;1;6;744;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
928;20160412;2016;4;12;2;6;747;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
929;20160413;2016;4;13;3;5;752;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
930;20160414;2016;4;14;4;3;758;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
931;20160415;2016;4;15;5;10;760;0;1.0;4;0;0;0;0;1;0;0;0;0;0;0
932;20160416;2016;4;16;6;12;755;0;1.0;5;0;0;0;0;0;1;0;0;0;0;0
933;20160418;2016;4;18;1;15;752;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
934;20160419;2016;4;19;2;16;750;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
935;20160420;2016;4;20;3;18;754;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
936;20160421;2016;4;21;4;25;746;0;;4;0;0;0;0;1;0;0;0;0;0;0
937;20160422;2016;4;22;5;19;746;0;1.0;3;0;0;0;1;0;0;0;0;0;0;0
938;20160423;2016;4;23;6;19;748;3;2.0;6;0;0;0;0;0;0;1;0;0;0;0
939;20160425;2016;4;25;1;17;751;0;1.0;2;0;0;1;0;0;0;0;0;0;0;0
940;20160426;2016;4;26;2;7;751;1;3.0;4;0;0;0;0;1;0;0;0;0;0;0
941;20160427;2016;4;27;3;8;752;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
942;20160428;2016;4;28;4;10;750;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
943;20160429;2016;4;29;5;9;749;0;1.0;4;0;0;0;0;1;0;0;0;0;0;0
944;20160430;2016;4;30;6;14;753;0;3.0;5;0;0;0;0;0;1;0;0;0;0;0
945;20160503;2016;5;3;2;5;759;0;4.0;6;0;0;0;0;0;0;1;0;0;0;0
946;20160504;2016;5;4;3;11;757;0;3.0;5;0;0;0;0;0;1;0;0;0;0;0
947;20160505;2016;5;5;4;14;749;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
948;20160506;2016;5;6;5;19;748;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
949;20160507;2016;5;7;6;16;750;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
950;20160510;2016;5;10;2;8;754;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
951;20160511;2016;5;11;3;8;743;1;3.0;4;0;0;0;0;1;0;0;0;0;0;0
952;20160512;2016;5;12;4;9;749;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
953;20160513;2016;5;13;5;16;751;0;4.0;3;0;0;0;1;0;0;0;0;0;0;0
954;20160514;2016;5;14;6;21;744;0;4.0;5;0;0;0;0;0;1;0;0;0;0;0
955;20160516;2016;5;16;1;11;747;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
956;20160517;2016;5;17;2;10;751;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
957;20160518;2016;5;18;3;9;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
958;20160519;2016;5;19;4;13;764;0;3.0;3;0;0;0;1;0;0;0;0;0;0;0
959;20160520;2016;5;20;5;16;763;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
960;20160521;2016;5;21;6;18;761;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
961;20160523;2016;5;23;1;23;755;0;3.0;2;0;0;1;0;0;0;0;0;0;0;0
962;20160524;2016;5;24;2;26;755;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
963;20160525;2016;5;25;3;22;750;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
964;20160526;2016;5;26;4;23;743;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
965;20160527;2016;5;27;5;21;750;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
966;20160528;2016;5;28;6;21;746;0;4.0;2;0;0;1;0;0;0;0;0;0;0;0
967;20160530;2016;5;30;1;18;744;0;4.0;1;0;1;0;0;0;0;0;0;0;0;0
968;20160531;2016;5;31;2;13;743;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
969;20160601;2016;6;1;3;14;748;0;3.0;0;1;0;0;0;0;0;0;0;0;0;0
970;20160602;2016;6;2;4;13;752;0;1.0;0;1;0;0;0;0;0;0;0;0;0;0
971;20160603;2016;6;3;5;17;753;0;2.0;0;1;0;0;0;0;0;0;0;0;0;0
972;20160604;2016;6;4;6;23;750;0;1.0;0;1;0;0;0;0;0;0;0;0;0;0
973;20160606;2016;6;6;1;23;747;0;4.0;0;1;0;0;0;0;0;0;0;0;0;0
974;20160607;2016;6;7;2;23;751;0;2.0;0;1;0;0;0;0;0;0;0;0;0;0
975;20160608;2016;6;8;3;27;749;0;2.0;0;1;0;0;0;0;0;0;0;0;0;0
976;20150901;2015;9;1;2;29;746;0;;1;0;1;0;0;0;0;0;0;0;0;0
977;20150902;2015;9;2;3;23;746;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
978;20150903;2015;9;3;4;26;742;0;2.0;1;0;1;0;0;0;0;0;0;0;0;0
979;20150904;2015;9;4;5;18;752;0;;2;0;0;1;0;0;0;0;0;0;0;0
980;20150905;2015;9;5;6;19;755;0;4.0;1;0;1;0;0;0;0;0;0;0;0;0
981;20150907;2015;9;7;1;16;758;0;;1;0;1;0;0;0;0;0;0;0;0;0
982;20150908;2015;9;8;2;19;757;0;;2;0;0;1;0;0;0;0;0;0;0;0
983;20150909;2015;9;9;3;19;758;0;2.0;2;0;0;1;0;0;0;0;0;0;0;0
984;20150910;2015;9;10;4;19;753;0;;3;0;0;0;1;0;0;0;0;0;0;0
985;20150911;2015;9;11;5;24;746;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
986;20150912;2015;9;12;6;16;740;1;;3;0;0;0;1;0;0;0;0;0;0;0
987;20150914;2015;9;14;1;6;749;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
988;20150915;2015;9;15;2;8;755;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
989;20150916;2015;9;16;3;11;749;0;6.0;4;0;0;0;0;1;0;0;0;0;0;0
990;20150917;2015;9;17;4;8;758;0;;4;0;0;0;0;1;0;0;0;0;0;0
991;20150918;2015;9;18;5;11;755;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
992;20150919;2015;9;19;6;10;752;0;;5;0;0;0;0;0;1;0;0;0;0;0
993;20150921;2015;9;21;1;10;737;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
994;20150922;2015;9;22;2;7;750;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
995;20150923;2015;9;23;3;6;746;1;4.0;4;0;0;0;0;1;0;0;0;0;0;0
996;20150924;2015;9;24;4;7;752;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
997;20150925;2015;9;25;5;6;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
998;20150926;2015;9;26;6;8;758;0;2.0;4;0;0;0;0;1;0;0;0;0;0;0
999;20150928;2015;9;28;1;9;763;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
1000;20150929;2015;9;29;2;7;756;0;6.0;4;0;0;0;0;1;0;0;0;0;0;0
1001;20150930;2015;9;30;3;13;755;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
1002;20151001;2015;10;1;4;17;746;0;2.0;3;0;0;0;1;0;0;0;0;0;0;0
