,date,temp,pres,prec,wind
898,20130922,6,761,,2.0
899,20130923,13,756,,1.0
900,20130924,17,750,,4.0
901,20130925,17,744,,
902,20130926,8,742,,3.0
903,20130927,8,744,,4.0
904,20130928,6,744,rain,5.0
905,20130929,4,756,,1.0
906,20130930,11,753,,
907,20140101,-6,752,snow,4.0
908,20140102,-10,754,snow,6.0
909,20140103,-6,752,snow,6.0
910,20140104,-24,755,,2.0
911,20140105,-27,770,snow,4.0
912,20140106,-22,767,,4.0
913,20140107,-15,764,,5.0
914,20140108,-14,759,,5.0
915,20140109,-14,755,,1.0
916,20140110,-9,756,snow,9.0
917,20140111,-7,762,snow,5.0
918,20140112,-10,760,,
919,20140113,-12,761,,2.0
920,20140114,-8,755,snow,3.0
921,20140115,-6,758,,3.0
922,20140116,-3,756,,6.0
923,20140117,-6,756,snow,4.0
924,20140118,-11,764,,2.0
925,20140119,-6,754,,5.0
926,20140120,-4,746,,4.0
927,20140121,-14,744,,6.0
928,20140122,-18,753,,6.0
929,20140123,-18,762,,3.0
930,20140124,-16,755,,2.0
931,20140125,-22,753,,2.0
932,20140126,-27,764,,1.0
933,20140127,-15,743,snow,
934,20140128,-23,757,snow,3.0
935,20140129,-20,755,snow,1.0
936,20140130,-27,757,,2.0
937,20140131,-26,759,,2.0
938,20140201,-23,764,snow,5.0
939,20140202,-27,775,,1.0
940,20140203,-28,770,,
941,20140204,-23,768,,
942,20140205,-23,767,,
943,20140206,-21,771,,
944,20140207,-16,765,,2.0
945,20140208,-15,763,,2.0
946,20140209,-13,764,,
947,20140210,-18,767,,1.0
948,20140211,-17,767,,1.0
949,20140212,-21,766,,2.0
950,20140213,-21,765,,1.0
951,20140214,-20,766,,2.0
952,20140215,-19,767,,3.0
953,20140216,-17,768,,3.0
954,20140217,-13,758,snow,8.0
955,20140218,-8,748,,5.0
956,20140219,-7,746,snow,3.0
957,20140220,-2,741,snow,8.0
958,20140221,-2,745,,5.0
959,20140222,-2,743,,7.0
960,20140223,-24,755,,2.0
961,20140224,-21,770,,5.0
962,20140225,-16,770,,8.0
963,20140226,-13,763,,5.0
964,20140227,-10,757,snow,6.0
965,20140228,-8,756,snow,3.0
966,20140301,-7,758,snow,
967,20140302,-13,765,,
968,20140303,-8,764,snow,2.0
969,20140304,-8,767,,3.0
970,20140305,-10,764,,1.0
971,20140306,-8,758,,2.0
972,20140307,-4,746,,3.0
973,20140308,-10,751,snow,3.0
974,20140309,-10,761,snow,2.0
975,20140310,-5,762,,6.0
976,20140311,-3,752,snow,9.0
977,20140312,-1,752,,8.0
978,20140313,0,749,,3.0
979,20140314,2,732,,8.0
980,20140315,1,748,snow,6.0
981,20140316,-1,752,snow,7.0
982,20140317,3,761,,
983,20140318,5,751,,2.0
984,20140319,2,757,,5.0
985,20140320,4,748,,3.0
986,20140321,2,757,,5.0
987,20140322,6,753,,1.0
988,20140323,3,749,,5.0
989,20140324,3,756,,3.0
990,20140325,3,757,,4.0
991,20140326,2,750,,5.0
992,20140327,3,741,rain,4.0
993,20140328,0,754,,4.0
994,20140329,4,754,,
995,20140330,6,747,,1.0
996,20140331,7,750,,
997,20140401,13,747,,3.0
998,20140402,16,750,,3.0
999,20140403,7,754,,1.0
1000,20140404,5,749,,2.0
1001,20140405,4,755,,2.0
1002,20140406,6,757,,3.0
1003,20140407,5,746,,5.0
1004,20140408,3,751,rain,9.0
1005,20140409,5,750,,4.0
1006,20140410,11,741,rain,4.0
1007,20140411,3,748,,3.0
1008,20140412,-1,759,,1.0
1009,20140413,2,761,,2.0
1010,20140414,3,759,,2.0
1011,20140415,9,760,,3.0
1012,20140416,10,760,,4.0
1013,20140417,15,756,,3.0
1014,20140418,11,758,,2.0
1015,20140419,9,750,,3.0
1016,20140420,11,747,,3.0
1017,20140421,13,739,,4.0
1018,20140422,0,746,,3.0
1019,20140423,4,760,,7.0
1020,20140424,7,752,,5.0
1021,20140425,9,739,,5.0
1022,20140426,7,747,,9.0
1023,20140427,8,747,,6.0
1024,20140428,1,753,,4.0
1025,20140429,5,755,,2.0
1026,20140430,2,757,rain,2.0
1027,20140501,22,755,,2.0
1028,20140502,22,751,,1.0
1029,20140503,21,746,,2.0
1030,20140504,22,747,,4.0
1031,20140505,16,751,,4.0
1032,20140506,13,764,,2.0
1033,20140507,16,761,,2.0
1034,20140508,17,756,,2.0
1035,20140509,19,750,,3.0
1036,20140510,7,756,,4.0
1037,20140511,7,758,,4.0
1038,20140512,15,755,,2.0
1039,20140513,16,743,,3.0
1040,20140514,12,751,,2.0
1041,20140515,13,755,,1.0
1042,20140516,14,752,,2.0
1043,20140517,17,744,,
1044,20140518,8,759,,2.0
1045,20140519,10,754,,2.0
1046,20140520,14,745,,4.0
1047,20140521,16,747,,1.0
1048,20140522,8,748,,1.0
1049,20140523,19,750,,3.0
1050,20140524,16,736,storm,7.0
1051,20140525,7,748,,1.0
1052,20140526,8,742,rain,6.0
1053,20140527,12,746,,2.0
1054,20140528,10,741,,1.0
1055,20140529,13,740,,2.0
1056,20140530,10,745,,2.0
1057,20140531,12,753,,3.0
1058,20140601,7,755,rain,1.0
1059,20140602,9,758,,1.0
1060,20140603,12,752,,7.0
1061,20140604,14,750,,1.0
1062,20140605,11,752,,2.0
1063,20140606,16,744,,8.0
1064,20140607,11,744,,1.0
1065,20140608,8,746,rain,2.0
1066,20140609,9,749,,2.0
1067,20140610,15,750,,3.0
1068,20140611,20,745,,3.0
1069,20140612,17,751,,3.0
1070,20140613,21,750,,2.0
1071,20140614,26,746,,2.0
1072,20140615,28,743,,2.0
1073,20140616,28,744,,2.0
1074,20140617,26,747,,
1075,20140618,26,748,,2.0
1076,20140619,24,749,,2.0
1077,20140620,26,750,,
1078,20140621,27,750,,1.0
1079,20140622,30,748,,3.0
1080,20140623,30,747,,2.0
1081,20140624,31,744,,2.0
1082,20140625,32,742,,2.0
1083,20140626,30,745,,3.0
1084,20140627,27,750,,3.0
1085,20140628,30,746,,1.0
1086,20140629,27,745,,
1087,20140630,24,750,,2.0
1088,20141001,9,747,rain,4.0
1089,20141002,13,757,,
1090,20141003,13,753,,4.0
1091,20141004,9,748,,6.0
1092,20141005,7,754,rain,8.0
1093,20141006,4,749,,4.0
1094,20141007,6,747,,2.0
1095,20141008,1,743,snow,
1096,20141009,0,759,rain,2.0
1097,20141010,1,764,,2.0
1098,20141011,7,751,rain,12.0
1099,20141012,3,745,,2.0
1100,20141013,1,754,,2.0
1101,20141014,3,748,rain,2.0
1102,20141015,4,747,,2.0
1103,20141016,2,749,,2.0
1104,20141017,-2,752,,2.0
1105,20141018,-3,759,,2.0
1106,20141019,0,751,,2.0
1107,20141020,6,741,rain,4.0
1108,20141021,0,748,snow,6.0
1109,20141022,1,754,snow,4.0
1110,20141023,5,748,,
1111,20141024,5,747,,
1112,20141025,1,745,,6.0
1113,20141026,-3,750,,2.0
1114,20141027,-8,756,,4.0
1115,20141028,-6,763,snow,12.0
1116,20141029,-4,752,snow,16.0
1117,20141030,0,752,snow,4.0
1118,20141031,1,756,rain,4.0
1119,20141101,2,755,,6.0
1120,20141102,3,751,,2.0
1121,20141103,0,753,,
1122,20141104,-1,757,,2.0
1123,20141105,0,758,,2.0
1124,20141106,3,754,,2.0
1125,20141107,1,751,,3.0
1126,20141108,0,756,snow,3.0
1127,20141109,-6,767,,2.0
1128,20141110,-8,773,,
1129,20141111,-8,769,,1.0
1130,20141112,-6,763,,3.0
1131,20141113,-3,757,,8.0
1132,20141114,0,755,,4.0
1133,20141115,-5,754,,2.0
1134,20141116,-7,760,,2.0
1135,20141117,-9,759,,2.0
1136,20141118,-13,747,,
1137,20141119,-10,752,snow,6.0
1138,20141120,-6,751,snow,8.0
1139,20141121,-8,746,snow,6.0
1140,20141122,-10,754,,2.0
1141,20141123,-4,741,snow,10.0
1142,20141124,-25,752,,4.0
1143,20141125,-21,753,snow,10.0
1144,20141126,-10,746,snow,6.0
1145,20141127,-9,742,,2.0
1146,20141128,-28,763,,2.0
1147,20141129,-27,772,,6.0
1148,20141130,-18,761,,4.0
1149,20141201,-16,760,snow,6.0
1150,20141202,-12,761,,5.0
1151,20141203,-9,752,,1.0
1152,20141204,-12,752,snow,8.0
1153,20141205,-16,763,,4.0
1154,20141206,-7,753,snow,6.0
1155,20141207,-8,751,snow,1.0
1156,20141208,-19,764,snow,8.0
1157,20141209,-8,765,snow,4.0
1158,20141210,-12,768,,3.0
1159,20141211,-10,761,,8.0
1160,20141212,-9,756,snow,1.0
1161,20141213,-20,771,,
1162,20141214,-12,772,,7.0
1163,20141215,-13,769,,4.0
1164,20141216,-10,760,snow,6.0
1165,20141217,-7,764,snow,1.0
1166,20141218,-14,766,snow,2.0
1167,20141219,-12,766,,4.0
1168,20141220,-17,762,,2.0
1169,20141221,-11,756,,3.0
1170,20141222,-2,755,snow,5.0
1171,20141223,-5,758,,2.0
1172,20141224,-10,754,,2.0
1173,20141225,0,747,,7.0
1174,20141226,0,749,,3.0
1175,20141227,-1,742,,5.0
1176,20141228,-14,758,,4.0
1177,20141229,-21,767,,2.0
1178,20141230,-15,758,,2.0
1179,20141231,-11,757,,3.0
1180,20140901,20,744,,6.0
1181,20140902,10,752,,2.0
1182,20140903,17,753,,2.0
1183,20140904,14,752,,2.0
1184,20140905,14,753,,
1185,20140906,15,748,,4.0
1186,20140907,18,744,,4.0
1187,20140908,17,743,,4.0
1188,20140909,14,744,,4.0
1189,20140910,10,749,rain,
1190,20140911,8,753,rain,2.0
1191,20140912,7,754,rain,10.0
1192,20140913,12,753,,2.0
1193,20140914,14,750,,4.0
1194,20140915,8,750,,
1195,20140916,11,750,,
1196,20140917,17,747,,2.0
1197,20140918,18,736,rain,10.0
1198,20140919,7,745,,10.0
1199,20140920,4,753,snow,2.0
1200,20140921,9,753,,
1201,20140922,11,757,,6.0
1202,20140923,13,756,rain,2.0
1203,20140924,12,754,,
1204,20140925,14,751,,2.0
1205,20140926,8,757,,4.0
1206,20140927,9,758,,2.0
1207,20140928,10,750,,2.0
1208,20140929,9,748,,2.0
1209,20140930,11,751,,4.0
1210,20150101,-5,741,,4.0
1211,20150102,-17,746,,6.0
1212,20150103,-22,756,snow,1.0
1213,20150104,-13,755,,4.0
1214,20150105,-10,751,,5.0
1215,20150106,-4,753,,2.0
1216,20150107,-2,751,snow,10.0
1217,20150108,-1,750,snow,3.0
1218,20150109,0,740,,7.0
1219,20150110,-16,759,,2.0
1220,20150111,-16,763,,1.0
1221,20150112,-15,759,,2.0
1222,20150113,-17,764,,
1223,20150114,-4,753,,6.0
1224,20150115,-4,756,,2.0
1225,20150116,-3,756,snow,2.0
1226,20150117,-3,750,snow,7.0
1227,20150118,-7,754,snow,2.0
1228,20150119,-7,751,,7.0
1229,20150120,-6,749,,5.0
1230,20150121,-7,742,snow,3.0
1231,20150122,-14,749,snow,6.0
1232,20150123,-23,755,,2.0
1233,20150124,-31,769,,2.0
1234,20150125,-30,777,,1.0
1235,20150126,-28,772,,
1236,20150127,-18,761,snow,11.0
1237,20150128,-14,761,,5.0
1238,20150129,-12,763,,3.0
1239,20150130,-15,762,,2.0
1240,20150131,-15,764,,
1241,20150201,-22,764,,1.0
1242,20150202,-15,771,,2.0
1243,20150203,-14,770,,
1244,20150204,-14,768,,1.0
1245,20150205,-13,768,,
1246,20150206,-7,762,,3.0
1247,20150207,-9,753,,3.0
1248,20150208,-7,754,,4.0
1249,20150209,-1,744,,6.0
1250,20150210,-8,758,,4.0
1251,20150211,-7,751,,2.0
1252,20150212,-3,739,snow,3.0
1253,20150213,-11,753,,3.0
1254,20150214,-6,745,snow,9.0
1255,20150215,-10,756,,1.0
1256,20150216,-10,752,,1.0
1257,20150217,-9,749,snow,
1258,20150218,-17,752,,3.0
1259,20150219,-25,767,,2.0
1260,20150220,-15,767,,
1261,20150221,-10,753,,5.0
1262,20150222,-14,754,,3.0
1263,20150223,-11,760,snow,1.0
1264,20150224,-3,758,snow,6.0
1265,20150225,-4,749,snow,2.0
1266,20150226,-2,760,snow,2.0
1267,20150227,-5,759,snow,6.0
1268,20150228,-3,753,snow,3.0
1269,20150301,-4,767,,2.0
1270,20150302,-6,764,,3.0
1271,20150303,-7,758,,1.0
1272,20150304,-4,758,,1.0
1273,20150305,-8,758,,2.0
1274,20150306,-9,767,,3.0
1275,20150307,-6,767,,4.0
1276,20150308,-8,764,,2.0
1277,20150309,-9,760,,
1278,20150310,0,752,snow,4.0
1279,20150311,-2,751,,7.0
1280,20150312,1,758,,3.0
1281,20150313,-2,753,snow,3.0
1282,20150314,-4,753,snow,2.0
1283,20150315,-3,750,snow,5.0
1284,20150316,-2,752,,3.0
1285,20150317,-3,752,,5.0
1286,20150318,-1,753,snow,4.0
1287,20150319,-1,752,,4.0
1288,20150320,-2,758,,4.0
1289,20150321,-1,757,,6.0
1290,20150322,3,753,,4.0
1291,20150323,2,744,,2.0
1292,20150324,3,740,rain,
1293,20150325,-2,753,,1.0
1294,20150326,-4,754,snow,11.0
1295,20150327,-2,755,,2.0
1296,20150328,-4,757,snow,2.0
1297,20150329,-5,762,,3.0
1298,20150330,1,758,,1.0
1299,20150331,-3,760,,
1300,20150401,5,755,,2.0
1301,20150402,2,758,,1.0
1302,20150403,3,761,,1.0
1303,20150404,7,761,,3.0
1304,20150405,6,764,,3.0
1305,20150406,9,762,,3.0
1306,20150407,6,759,,1.0
1307,20150408,7,755,,
1308,20150409,3,761,,1.0
1309,20150410,5,758,,5.0
1310,20150411,10,749,,5.0
1311,20150412,6,749,,2.0
1312,20150413,7,744,,2.0
1313,20150414,7,755,,4.0
1314,20150415,5,747,,3.0
1315,20150416,4,750,,
1316,20150417,5,757,,1.0
1317,20150418,10,750,,3.0
1318,20150419,9,746,,9.0
1319,20150420,14,748,,5.0
1320,20150421,15,750,,
1321,20150422,19,747,,4.0
1322,20150423,11,743,,1.0
1323,20150424,12,744,,4.0
1324,20150425,11,749,,3.0
1325,20150426,15,740,,2.0
1326,20150427,8,742,,9.0
1327,20150428,6,752,,3.0
1328,20150429,7,758,,2.0
1329,20150430,11,750,,3.0
1330,20150501,6,759,,3.0
1331,20150502,10,756,rain,1.0
1332,20150503,10,763,,3.0
1333,20150504,19,758,,2.0
1334,20150505,18,752,,3.0
1335,20150506,18,747,,
1336,20150507,15,749,,1.0
1337,20150508,16,750,,2.0
1338,20150509,22,746,,
1339,20150510,18,745,,5.0
1340,20150511,14,747,,2.0
1341,20150512,12,752,,
1342,20150513,17,755,,3.0
1343,20150514,18,753,,2.0
1344,20150515,23,752,,1.0
1345,20150516,24,749,,2.0
1346,20150517,19,740,,5.0
1347,20150518,22,746,,8.0
1348,20150519,23,747,,
1349,20150520,19,749,,1.0
1350,20150521,16,743,,5.0
1351,20150522,13,742,,3.0
1352,20150523,15,743,,3.0
1353,20150524,12,747,,1.0
1354,20150525,16,746,,4.0
1355,20150526,16,747,,2.0
1356,20150527,19,750,,1.0
1357,20150528,18,745,,2.0
1358,20150529,9,743,,4.0
1359,20150530,13,748,,2.0
1360,20150531,17,753,,1.0
1361,20150601,19,754,,3.0
1362,20150602,16,752,,3.0
1363,20150603,23,749,,2.0
1364,20150604,21,752,,2.0
1365,20150605,23,750,,2.0
1366,20150606,26,747,,
1367,20150607,28,743,,
1368,20150608,25,743,,3.0
1369,20150609,15,741,,2.0
1370,20150610,15,748,,5.0
1371,20150611,18,750,rain,
1372,20150612,20,749,,
1373,20150613,24,746,,
1374,20150614,24,738,,2.0
1375,20150615,20,743,,4.0
1376,20150616,18,748,,8.0
1377,20150617,22,752,,
1378,20150618,25,752,,2.0
1379,20150619,28,749,,
1380,20150620,28,747,,2.0
1381,20150621,23,750,,6.0
1382,20150622,24,752,,2.0
1383,20150623,27,749,,
1384,20150624,26,743,,
1385,20150625,21,749,,6.0
1386,20150626,22,749,,2.0
1387,20150627,23,749,,2.0
1388,20150628,26,749,,2.0
1389,20150629,26,750,,2.0
1390,20150630,30,747,,
1391,20151001,17,746,,2.0
1392,20151002,11,747,,2.0
1393,20151003,14,736,,2.0
1394,20151004,11,731,,
1395,20151005,7,743,rain,4.0
1396,20151006,8,758,,6.0
1397,20151007,12,755,,4.0
1398,20151008,16,751,,2.0
1399,20151009,16,746,,6.0
1400,20151010,10,757,,
1401,20151011,11,749,rain,2.0
1402,20151012,6,753,,2.0
1403,20151013,9,747,,6.0
1404,20151014,0,749,snow,10.0
1405,20151015,-2,760,,2.0
1406,20151016,6,759,,6.0
1407,20151017,1,752,,2.0
1408,20151018,2,752,,2.0
1409,20151019,5,750,rain,6.0
1410,20151020,6,748,rain,10.0
1411,20151021,7,746,,
1412,20151022,5,746,,
1413,20151023,0,755,snow,
1414,20151024,-2,761,snow,6.0
1415,20151025,0,759,snow,6.0
1416,20151026,1,757,snow,
1417,20151027,1,763,,
1418,20151028,4,761,,2.0
1419,20151029,3,755,rain,4.0
1420,20151030,5,747,rain,6.0
1421,20151031,3,753,,6.0
1422,20151101,-2,753,snow,
1423,20151102,-4,757,snow,2.0
1424,20151103,-2,758,,4.0
1425,20151104,1,757,,6.0
1426,20151105,3,752,,6.0
1427,20151106,3,749,,6.0
1428,20151107,5,740,,12.0
1429,20151108,0,747,snow,6.0
1430,20151109,-3,754,snow,6.0
1431,20151110,-7,756,snow,2.0
1432,20151111,-7,755,,
1433,20151112,-8,758,,2.0
1434,20151113,-8,761,,2.0
1435,20151114,-12,760,,2.0
1436,20151115,-8,760,,2.0
1437,20151116,-10,764,,2.0
1438,20151117,-10,764,,2.0
1439,20151118,-14,767,,2.0
1440,20151119,-15,767,,2.0
1441,20151120,-13,762,,4.0
1442,20151121,-13,764,,2.0
1443,20151122,-15,770,,
1444,20151123,-16,769,,2.0
1445,20151124,-1,751,snow,2.0
1446,20151125,1,752,snow,2.0
1447,20151126,-5,755,,
1448,20151127,-6,755,,
1449,20151128,-1,746,,6.0
1450,20151129,-4,745,snow,
1451,20151130,-1,758,,2.0
1452,20151201,-1,763,,2.0
1453,20151202,-7,760,,
1454,20151203,-7,759,,
1455,20151204,-5,752,,
1456,20151205,0,745,snow,2.0
1457,20151206,-5,749,snow,6.0
1458,20151207,-6,753,,4.0
1459,20151208,-2,739,,8.0
1460,20151209,2,737,,10.0
1461,20151210,-3,747,,3.0
1462,20151211,-6,758,,7.0
1463,20151212,-2,754,snow,5.0
1464,20151213,-1,760,,2.0
1465,20151214,-8,763,,4.0
1466,20151215,-8,758,,2.0
1467,20151216,-10,758,,1.0
1468,20151217,-4,751,,5.0
1469,20151218,-7,754,,2.0
1470,20151219,-9,743,snow,11.0
1471,20151220,-15,755,,3.0
1472,20151221,-21,762,snow,3.0
1473,20151222,-22,761,,2.0
1474,20151223,-7,746,snow,6.0
1475,20151224,1,738,snow,3.0
1476,20151225,0,748,snow,3.0
1477,20151226,1,748,,5.0
1478,20151227,-1,747,,4.0
1479,20151228,-2,751,snow,3.0
1480,20151229,-4,743,,7.0
1481,20151230,-8,755,,3.0
1482,20151231,-9,755,,1.0
1483,20150901,29,746,,
1484,20150902,23,746,,2.0
1485,20150903,26,742,,2.0
1486,20150904,18,752,,
1487,20150905,19,755,,4.0
1488,20150906,17,755,,
1489,20150907,16,758,,
1490,20150908,19,757,,
1491,20150909,19,758,,2.0
1492,20150910,19,753,,
1493,20150911,24,746,,2.0
1494,20150912,16,740,rain,
1495,20150913,7,746,,
1496,20150914,6,749,,2.0
1497,20150915,8,755,,2.0
1498,20150916,11,749,,6.0
1499,20150917,8,758,,
1500,20150918,11,755,,2.0
1501,20150919,10,752,,
1502,20150920,10,744,,
1503,20150921,10,737,,2.0
1504,20150922,7,750,,2.0
1505,20150923,6,746,rain,4.0
1506,20150924,7,752,,2.0
1507,20150925,6,755,,2.0
1508,20150926,8,758,,2.0
1509,20150927,8,760,,
1510,20150928,9,763,,2.0
1511,20150929,7,756,,6.0
1512,20150930,13,755,,2.0
1513,20160101,-24,763,,1.0
1514,20160102,-20,767,,2.0
1515,20160103,-19,771,,2.0
1516,20160104,-16,767,,2.0
1517,20160105,-17,767,,3.0
1518,20160106,-10,761,,2.0
1519,20160107,-7,760,,
1520,20160108,-10,758,snow,
1521,20160109,-22,769,,1.0
1522,20160110,-25,769,,1.0
1523,20160111,-14,763,,2.0
1524,20160112,-10,759,,6.0
1525,20160113,-4,757,,5.0
1526,20160114,-13,758,snow,2.0
1527,20160115,-21,767,,
1528,20160116,-20,765,snow,1.0
1529,20160117,-21,760,,2.0
1530,20160118,-22,763,,1.0
1531,20160119,-29,772,,1.0
1532,20160120,-30,779,,1.0
1533,20160121,-21,779,,
1534,20160122,-12,775,,3.0
1535,20160123,-19,774,,1.0
1536,20160124,-13,776,,2.0
1537,20160125,-7,770,,3.0
1538,20160126,-6,762,,4.0
1539,20160127,-14,761,,4.0
1540,20160128,-12,763,,2.0
1541,20160129,-14,763,,2.0
1542,20160130,-14,767,,1.0
1543,20160131,-9,764,snow,3.0
1544,20160201,-8,762,,2.0
1545,20160202,-5,764,,1.0
1546,20160203,-6,770,,1.0
1547,20160204,-11,763,,3.0
1548,20160205,-2,751,snow,9.0
1549,20160206,0,749,snow,6.0
1550,20160207,-1,751,,4.0
1551,20160208,-1,740,,4.0
1552,20160209,-12,752,snow,
1553,20160210,-14,761,snow,3.0
1554,20160211,-15,766,,7.0
1555,20160212,-10,765,snow,2.0
1556,20160213,-7,770,,1.0
1557,20160214,-15,770,,1.0
1558,20160215,-18,767,,2.0
1559,20160216,-15,762,,
1560,20160217,-14,767,,1.0
1561,20160218,-12,773,,3.0
1562,20160219,-9,767,,3.0
1563,20160220,-5,761,,1.0
1564,20160221,-10,767,,1.0
1565,20160222,-9,770,,
1566,20160223,-8,768,,2.0
1567,20160224,-2,760,,5.0
1568,20160225,0,761,,1.0
1569,20160226,2,758,,1.0
1570,20160227,2,755,,3.0
1571,20160228,2,765,,4.0
1572,20160229,-1,758,,2.0
1573,20160301,-2,749,snow,
1574,20160302,-3,746,snow,2.0
1575,20160303,-5,764,,3.0
1576,20160304,-7,763,snow,1.0
1577,20160305,-6,764,,3.0
1578,20160306,-8,770,,3.0
1579,20160307,-7,775,,3.0
1580,20160308,-1,773,,3.0
1581,20160309,-5,766,,2.0
1582,20160310,-6,761,,
1583,20160311,-4,761,,3.0
1584,20160312,0,757,,1.0
1585,20160313,1,746,,5.0
1586,20160314,0,743,,5.0
1587,20160315,-5,751,snow,3.0
1588,20160316,-7,746,,
1589,20160317,0,738,,9.0
1590,20160318,0,745,,10.0
1591,20160319,0,753,,2.0
1592,20160320,3,758,,2.0
1593,20160321,6,756,,1.0
1594,20160322,1,761,,3.0
1595,20160323,-1,764,,3.0
1596,20160324,1,758,,
1597,20160325,3,750,,3.0
1598,20160326,3,759,,2.0
1599,20160327,2,761,,2.0
1600,20160328,10,750,,1.0
1601,20160329,2,746,rain,1.0
1602,20160330,5,755,,2.0
1603,20160331,3,758,,2.0
1604,20160401,8,755,,2.0
1605,20160402,5,751,,3.0
1606,20160403,3,752,,1.0
1607,20160404,3,755,,2.0
1608,20160405,6,757,,2.0
1609,20160406,10,755,,2.0
1610,20160407,7,748,,3.0
1611,20160408,5,749,,2.0
1612,20160409,5,749,,5.0
1613,20160410,3,751,,3.0
1614,20160411,6,744,,3.0
1615,20160412,6,747,,3.0
1616,20160413,5,752,,3.0
1617,20160414,3,758,,2.0
1618,20160415,10,760,,1.0
1619,20160416,12,755,,1.0
1620,20160417,13,745,,1.0
1621,20160418,15,752,,2.0
1622,20160419,16,750,,4.0
1623,20160420,18,754,,2.0
1624,20160421,25,746,,
1625,20160422,19,746,,1.0
1626,20160423,19,748,storm,2.0
1627,20160424,17,751,,1.0
1628,20160425,17,751,,1.0
1629,20160426,7,751,rain,3.0
1630,20160427,8,752,,2.0
1631,20160428,10,750,,2.0
1632,20160429,9,749,,1.0
1633,20160430,14,753,,3.0
1634,20160501,18,750,,2.0
1635,20160502,3,752,snow,2.0
1636,20160503,5,759,,4.0
1637,20160504,11,757,,3.0
1638,20160505,14,749,,2.0
1639,20160506,19,748,,2.0
1640,20160507,16,750,,2.0
1641,20160508,1,745,snow,4.0
1642,20160509,3,753,,2.0
1643,20160510,8,754,,4.0
1644,20160511,8,743,rain,3.0
1645,20160512,9,749,,3.0
1646,20160513,16,751,,4.0
1647,20160514,21,744,,4.0
1648,20160515,8,746,,3.0
1649,20160516,11,747,,3.0
1650,20160517,10,751,,3.0
1651,20160518,9,755,,2.0
1652,20160519,13,764,,3.0
1653,20160520,16,763,,2.0
1654,20160521,18,761,,2.0
1655,20160522,25,758,,1.0
1656,20160523,23,755,,3.0
1657,20160524,26,755,,2.0
1658,20160525,22,750,,2.0
1659,20160526,23,743,,2.0
1660,20160527,21,750,,2.0
1661,20160528,21,746,,4.0
1662,20160529,12,749,,2.0
1663,20160530,18,744,,4.0
1664,20160531,13,743,,2.0
1665,20160601,14,748,,3.0
1666,20160602,13,752,,1.0
1667,20160603,17,753,,2.0
1668,20160604,23,750,,1.0
1669,20160605,26,746,,
1670,20160606,23,747,,4.0
1671,20160607,23,751,,2.0
1672,20160608,27,749,,2.0
1673,20160609,27,744,,2.0
1674,20160610,28,746,,1.0
1675,20160611,30,746,,1.0
1676,20160612,31,744,,2.0
1677,20160613,29,744,,1.0
1678,20160614,27,743,,2.0
1679,20160615,24,743,,2.0
1680,20160616,23,746,,3.0
1681,20160617,22,746,,2.0
1682,20160618,22,746,storm,3.0
1683,20160619,20,744,,2.0
1684,20160620,21,748,,3.0
1685,20160621,25,751,,2.0
1686,20160622,27,749,,1.0
1687,20160623,27,747,,2.0
1688,20160624,25,746,,3.0
1689,20160625,26,747,,3.0
1690,20160626,26,745,,8.0
1691,20160627,28,743,,6.0
1692,20160628,24,744,,4.0
1693,20160629,24,744,rain,7.0
1694,20160630,22,741,,3.0
1695,20161001,7,749,,2.0
1696,20161002,8,756,,2.0
1697,20161003,6,761,,2.0
1698,20161004,8,763,,1.0
1699,20161005,8,763,,1.0
1700,20161006,6,761,,2.0
1701,20161007,5,751,rain,1.0
1702,20161008,0,757,snow,1.0
1703,20161009,2,758,,1.0
1704,20161010,2,751,,1.0
1705,20161011,1,752,snow,1.0
1706,20161012,2,752,,1.0
1707,20161013,2,749,,2.0
1708,20161014,2,758,,4.0
1709,20161015,2,755,snow,8.0
1710,20161016,0,757,,1.0
1711,20161017,0,758,,1.0
1712,20161018,1,754,,4.0
1713,20161019,-1,753,,2.0
1714,20161020,0,757,snow,4.0
1715,20161021,-1,759,snow,1.0
1716,20161022,-2,764,,1.0
1717,20161023,-3,767,snow,1.0
1718,20161024,-5,755,snow,3.0
1719,20161025,-5,755,,2.0
1720,20161026,-4,764,snow,2.0
1721,20161027,0,767,snow,1.0
1722,20161028,0,767,snow,1.0
1723,20161029,-2,767,,1.0
1724,20161030,-2,761,,2.0
1725,20161031,0,759,snow,4.0
1726,20161101,3,751,rain,8.0
1727,20161102,1,750,,7.0
1728,20161103,-4,751,,1.0
1729,20161104,-11,758,,1.0
1730,20161105,-10,767,,1.0
1731,20161106,-6,761,,5.0
1732,20161107,0,752,,5.0
1733,20161108,-5,759,,2.0
1734,20161109,-5,749,snow,7.0
1735,20161110,-14,756,,1.0
1736,20161111,-12,745,,
1737,20161112,-12,752,snow,1.0
1738,20161113,-18,761,,3.0
1739,20161114,-13,747,snow,3.0
1740,20161115,-21,756,,2.0
1741,20161116,-27,764,,5.0
1742,20161117,-25,767,,3.0
1743,20161118,-23,773,snow,2.0
1744,20161119,-26,776,,2.0
1745,20161120,-21,780,,2.0
1746,20161121,-22,780,,2.0
1747,20161122,-18,770,snow,6.0
1748,20161123,-10,753,,6.0
1749,20161124,-10,752,,2.0
1750,20161125,-8,748,,5.0
1751,20161126,-6,749,,3.0
1752,20161127,-6,758,,7.0
